Weight (pounds),Height (inches)
124.7595,66.15708
121.8448,68.60607
116.1544,64.407
110.1839,65.95004
107.6804,69.6538
131.0374,67.30606
124.3081,69.65916
144.5448,68.25471
135.5885,67.50858
142.21,68.8211
132.0779,67.96832
113.2875,66.09807
134.5527,68.6238
131.9464,66.2588
121.6553,65.78144
113.8491,63.68103
117.3037,68.96781
120.1962,69.61369
131.376,67.9393
141.5293,72.12761
108.006,66.17765
113.84,64.44865
124.7886,66.9381
138.5469,69.72663
144.8476,66.50238
122.3427,67.66821
127.736,68.21966
107.7751,66.23247
111.7849,68.48757
123.6466,66.72098
110.1107,67.26512
127.9019,67.97088
141.8512,71.33619
123.1017,67.42918
120.2536,69.16961
127.9477,69.73638
118.3424,66.88932
102.3229,67.92182
123.3907,68.65846
124.4188,68.9523
131.8104,63.26116
139.1423,68.1796
137.5828,69.04181
116.7547,66.5111
127.3629,69.76603
124.3347,68.24223
136.3807,68.84887
127.0678,67.04484
126.9017,70.93046
136.1465,68.51393
111.4244,71.06022
106.8859,65.47707
114.5655,68.63389
118.3686,68.18722
123.2887,67.06874
129.2202,67.62436
130.823,68.97729
117.9736,67.66502
120.0183,69.96163
108.6377,64.63866
116.0001,66.42798
103.1791,67.91525
116.1444,66.84693
129.0009,66.66734
150.8735,68.74944
124.4368,66.35019
131.2495,68.74957
110.9528,67.15931
122.6487,68.07741
148.2284,73.25176
122.5984,67.62804
122.6745,70.98337
122.0117,68.14991
126.2233,68.73907
113.7172,65.52461
110.6449,65.35162
113.8107,64.35555
127.5331,68.55885
133.1832,69.0529
143.9177,72.60485
115.4622,69.48058
113.0559,66.25333
109.6595,65.40529
119.1562,70.28061
116.2454,70.37019
125.4251,65.48775
123.3583,66.53455
121.7252,67.5823
125.5996,65.69418
134.0532,68.03737
123.5137,68.47451
116.1786,65.23306
125.1315,67.86301
123.5802,65.79717
133.3758,71.44975
136.3143,70.84018
141.107,71.18982
126.5347,66.03097
125.9633,71.37742
137.1181,70.57756
128.0182,68.2458
141.7363,68.22017
106.6877,65.06244
108.0455,66.90634
115.8658,63.03862
152.2417,67.06774
106.7987,65.30894
107.6525,65.06679
124.6423,67.39673
122.2679,69.06112
132.9822,69.12434
130.1302,68.47088
143.2455,70.21144
143.2283,70.97244
122.2441,67.11423
132.2902,70.05116
131.9808,68.72983
129.8896,65.39469
132.006,71.11058
122.4025,63.52038
121.5552,68.03493
130.9255,64.8839
123.2502,68.16535
124.7472,69.34209
112.586,69.55427
123.8323,69.37897
124.8204,67.90715
119.2747,69.78616
123.9407,70.06486
133.3415,67.26241
121.2644,63.73139
129.2511,68.32099
142.8419,66.39081
137.0893,70.03989
135.7157,66.24433
117.7142,68.25743
130.2646,70.79829
116.0134,67.11709
124.2235,65.93811
97.14789,67.55474
124.6147,64.78244
118.3446,68.45511
130.4597,68.60516
135.0554,68.18953
113.7089,64.24981
121.1719,67.42016
129.1334,69.64799
137.5208,68.76641
116.7224,67.47039
102.2607,66.34719
94.26051,65.27345
130.6183,68.49649
128.4905,66.77663
136.1352,68.62434
134.398,66.97798
141.7416,74.42744
110.4841,68.16821
134.9162,69.58597
128.0545,64.67803
130.8804,69.98681
136.6016,68.74272
137.7014,67.56099
107.4139,63.59232
151.567,69.05534
135.1775,66.83137
132.5855,69.25699
128.1379,70.10878
118.6861,65.74458
132.023,68.92381
101.8629,63.45696
114.2272,66.46407
112.1856,65.32677
127.3897,70.28537
145.5589,73.62336
133.0115,72.06438
118.1347,63.99289
125.715,69.13512
115.0134,69.11398
119.2542,68.8397
125.7109,68.42829
126.3794,69.11164
133.1108,67.75382
130.0354,68.28205
140.2748,69.79824
125.3779,67.80131
117.4567,66.92047
110.3167,65.41043
118.1644,67.2104
104.0257,69.23036
127.7908,69.02497
145.1158,65.27684
139.7665,69.48104
148.13,70.35139
110.6124,66.72914
124.9384,69.18346
117.0886,69.39009
122.9297,65.10415
132.063,70.42201
124.7386,64.20998
110.6721,66.39326
130.6448,67.99051
127.2514,66.54414
120.743,67.85205
147.7192,68.3302
116.5958,67.70322
126.0409,67.08778
131.0766,67.45991
103.166,64.53855
120.2698,68.77395
120.4821,65.27979
114.4375,69.89596
121.7524,66.11113
138.7705,69.19728
127.2493,68.62235
152.9261,70.33159
126.7259,69.44904
153.6557,70.18822
135.8523,68.18276
108.7094,64.73962
132.428,69.52012
115.1738,68.40112
121.9109,68.4364
113.6107,69.7165
117.5802,65.8825
105.9806,67.92953
130.0163,67.02377
122.6201,68.48076
126.6477,70.66957
134.6768,67.61492
153.0783,73.58866
119.4068,66.98903
151.4389,70.73654
140.2097,70.82435
110.19,67.78555
127.3742,67.01787
137.5581,67.07288
129.2925,69.53889
128.8207,64.16684
117.7506,66.59597
121.3984,66.02727
127.6222,69.90695
128.1986,66.31378
157.3921,71.0924
130.0327,69.1847
139.6967,69.53601
126.2871,69.43737
118.2134,66.46531
130.2072,69.60722
126.3804,68.40154
124.3242,66.58472
132.7654,67.65364
132.5228,65.62466
138.0942,67.55476
129.3039,67.67129
135.5968,71.35689
145.4296,67.23927
119.4681,66.4871
124.7664,69.16735
117.0658,69.7819
123.7996,66.7397
140.8345,70.68935
124.7307,67.5828
128.8248,66.10625
153.2173,70.29985
141.0626,69.77906
126.0482,67.07765
121.7947,65.67584
126.4153,65.93844
127.5677,71.89509
109.7213,67.92099
143.6368,70.56492
107.027,64.88248
131.3314,71.8284
127.0974,68.76645
107.555,66.38695
118.3435,66.21688
138.4765,70.84942
125.5644,68.79234
131.4314,69.99779
142.2888,64.83696
130.1091,66.68908
115.7425,64.81045
141.1345,71.13578
124.9248,68.08155
121.6753,66.47646
153.3804,70.8782
116.1852,67.83647
136.5908,68.67074
131.303,69.34659
112.523,67.01988
103.3567,63.74803
113.5474,68.12093
153.8792,71.9073
130.7981,68.39398
143.0116,69.89219
132.341,67.92004
145.1589,69.5779
122.5588,67.4598
123.0214,67.62244
126.3654,67.1134
116.6333,68.88195
136.6336,66.77155
130.1774,66.44019
130.6616,68.75179
129.0189,70.97369
124.2238,67.69709
117.3321,67.55783
132.2173,69.39296
126.0029,66.57
114.5145,68.4234
131.8304,66.2871
128.0529,67.95212
124.613,67.00587
123.0369,66.13305
130.1582,67.94284
135.8472,66.8761
131.2437,67.88451
116.9411,64.79759
134.9498,67.83546
117.8027,68.28544
136.9152,66.99732
133.6125,66.70636
111.8341,67.99473
133.2531,68.56614
125.1008,63.70894
134.5424,67.39951
140.1474,67.68099
108.9518,64.98122
123.6302,69.4232
149.3087,70.00146
144.8643,71.36114
121.845,66.60996
115.8078,67.09436
145.3622,70.12298
135.1259,66.03876
129.0541,66.27712
131.2538,67.62592
109.7856,65.95321
130.1038,68.48038
118.0966,65.65352
147.585,72.12181
146.4429,67.40851
134.4733,69.88715
154.4557,69.27105
152.5295,71.93958
115.2594,66.98862
127.6165,69.88329
142.8685,69.06831
146.4785,68.37576
141.3837,72.36275
96.822,65.32142
133.4834,67.06859
124.3863,68.08786
136.8521,71.55388
119.9292,69.55143
132.8025,68.24976
120.0536,69.17304
136.8571,70.54788
115.2183,67.5523
135.8133,66.68536
121.4223,66.47161
143.2844,68.24878
133.8643,70.94761
121.5944,67.82211
123.4547,66.99944
128.4013,69.05494
119.0471,67.15164
147.0719,69.05272
113.3519,67.94938
150.7817,70.70493
115.2572,65.96851
104.3101,65.66304
121.6957,67.91282
122.827,68.97438
133.2072,69.66398
147.6569,66.46308
119.04,64.40454
127.6042,67.10339
110.7311,68.39658
123.1842,65.04915
133.3083,65.33805
128.4304,69.8495
116.7218,70.79219
142.5929,69.86252
114.6547,64.08728
127.4783,67.75657
125.5804,66.57296
119.1968,65.95543
124.621,67.27865
119.2237,63.76783
133.6584,65.67411
139.0601,68.27234
122.8579,66.29509
118.0936,66.30592
125.2493,65.17403
118.4034,65.36657
134.7715,70.09668
135.2386,67.49154
135.7549,71.89162
139.8002,70.80254
95.27771,68.10091
132.4741,65.66029
123.0223,65.09694
110.2627,66.33209
139.9802,68.60514
101.1566,66.0317
141.8247,69.62638
138.7177,67.93519
117.3527,66.51344
129.367,68.79437
133.4628,69.85071
126.5705,68.56043
110.9314,65.15652
121.017,67.67203
133.0386,71.47108
125.5458,67.893
122.8713,65.36284
126.67,68.20304
113.3012,64.78973
133.5896,66.79185
124.0532,68.86132
132.7674,66.84413
122.9456,67.68374
116.8819,69.02992
145.2036,68.4131
127.6754,68.72312
119.1678,69.07539
119.185,64.79406
125.924,68.20087
131.9024,70.01234
132.477,68.42995
110.4114,66.58476
109.3802,68.27708
153.4104,68.22959
124.0648,64.99611
137.6179,69.04964
124.3251,66.26221
148.4155,69.57317
128.2996,71.58799
122.1539,64.67557
126.3476,64.75449
133.4295,68.73197
141.1335,67.67754
125.3999,67.92076
115.1711,66.36387
123.7421,64.70157
131.6002,66.85773
129.7075,67.53255
125.8923,66.06081
131.1495,68.08335
131.9548,70.50547
122.5229,65.92983
125.4368,69.70668
150.7064,70.89685
115.7167,67.66278
136.2602,70.95408
140.2041,71.28145
147.0766,68.15606
113.8641,67.59876
136.762,67.48336
118.4243,68.24318
135.7861,66.80036
121.1942,67.16489
129.4147,69.37906
127.1902,68.19199
133.5415,67.68815
134.0273,70.95609
133.8297,70.27042
135.5664,66.56488
140.0465,70.52776
131.4256,69.02233
140.7812,72.34913
124.2948,67.03635
143.0028,69.90606
130.5197,71.44901
121.8766,68.37323
107.9074,66.7327
104.0162,64.94584
107.7306,66.81655
122.0171,69.28764
116.0082,69.39732
116.9297,65.91704
115.2735,64.86837
119.2598,63.55164
149.2576,70.44002
117.641,68.09522
126.8252,68.10961
146.7294,67.27297
91.37972,64.1425
92.55327,64.02389
139.6883,66.53104
125.6853,66.97558
142.8251,70.25009
121.3014,68.34103
124.8288,67.49306
136.115,68.9249
139.7633,68.2984
122.0482,67.57662
113.878,68.30339
136.2782,64.49314
138.3778,70.97046
134.281,66.36863
112.4485,63.76287
119.1817,67.57329
141.4374,67.92684
113.6853,66.16697
135.2088,66.34329
139.5936,69.95923
124.9902,68.90018
136.245,68.56348
141.0644,68.30793
133.9346,69.43004
122.9113,67.64037
132.1873,71.4182
142.7013,69.04964
121.8913,67.39319
129.8532,69.45379
109.1048,63.44375
135.2451,68.43154
118.765,65.74265
139.0575,69.89797
126.7366,69.04994
118.9324,70.71294
113.3842,66.53418
111.8218,66.23135
121.5553,68.21149
117.2374,65.49434
137.1524,66.9114
112.0671,64.09729
129.1182,68.66012
130.4602,70.23702
116.0481,64.64689
119.7629,66.20455
118.1634,68.73289
143.8829,67.14691
128.5075,65.14466
118.0226,64.89881
126.7209,68.72325
127.2642,68.02931
138.8997,65.49921
124.0463,70.07897
122.0785,65.80961
126.3151,68.17208
116.8118,68.34963
133.1982,70.21958
135.5874,68.84447
121.2596,67.94979
105.3339,65.27381
126.2458,66.23461
111.9571,67.1436
126.1104,65.90468
147.0435,69.99086
122.095,65.17115
149.5493,69.63168
127.7358,66.90136
127.0199,64.91721
144.7114,71.97009
114.3207,65.46509
142.8489,69.56498
136.2659,68.3429
130.6775,63.43363
122.375,65.46842
111.5552,67.08889
133.9541,69.81623
124.754,67.95191
123.6822,69.45766
126.6477,66.40296
122.2508,68.39926
122.0338,68.96552
159.438,70.89678
145.5204,67.65672
120.4889,67.53701
118.2279,66.81162
133.8676,69.88334
134.1446,68.6168
122.1682,67.45962
144.2832,70.80403
135.5907,67.18316
134.9876,68.50765
128.1724,68.76787
126.9071,68.43434
111.5383,66.47823
121.6583,67.34436
129.485,65.02414
111.6239,67.19022
114.7147,68.52752
139.316,68.88508
114.642,66.13478
132.5035,67.98273
123.9145,69.229
119.8229,69.38501
122.3788,68.09481
138.5489,68.35242
125.5334,68.641
123.9536,70.81774
146.1271,67.41551
144.159,70.62572
118.2665,66.74351
124.4469,70.06192
140.4945,67.44022
112.23,67.20582
121.5742,68.96137
118.3616,67.16343
127.4023,69.11617
119.2573,67.19284
127.3701,70.04124
118.9921,65.39474
136.6437,69.78766
106.2273,65.78283
136.7051,70.85273
114.9494,67.26176
117.3282,65.82405
118.4041,67.87583
131.2082,68.89097
146.8878,68.26679
106.3253,69.18241
126.6624,70.00856
130.9155,67.79094
142.6734,71.07725
125.742,68.53121
130.7612,70.69622
122.5753,68.34285
131.1011,67.88412
119.5692,69.09173
131.5028,64.19111
114.5981,65.58191
135.268,67.00245
141.3209,72.50619
123.9061,67.29625
122.5322,64.37806
106.8997,66.53719
120.6642,66.73451
126.1548,67.1243
141.4405,68.93399
121.1812,68.1547
105.483,64.69305
135.2665,70.17224
119.2957,65.44791
133.259,66.75949
159.1321,72.58158
120.6395,66.85111
132.4666,67.85314
115.992,66.56029
105.015,66.60117
137.8016,68.16608
131.4764,68.02612
134.9766,70.43453
122.5178,70.448
121.7954,66.79366
104.9369,67.93008
120.2005,67.53134
110.7893,64.0635
122.3789,67.46311
106.5113,65.64829
127.0283,65.50176
137.0147,65.19088
143.8236,73.55973
128.3561,67.48872
136.453,71.66711
134.2579,66.5003
134.5955,70.47009
104.3631,68.77001
133.7417,66.6715
119.2792,66.8153
146.3363,67.02357
133.7343,67.20076
122.478,70.29408
130.3713,67.91383
106.4359,65.94586
127.6529,67.94159
121.6743,68.59362
102.4131,67.31884
132.2356,69.48282
102.8806,67.43331
127.8072,68.54895
123.5613,67.08363
123.6214,68.71345
146.9867,74.51784
126.5249,71.11623
132.068,66.6034
131.9835,65.16296
119.562,67.40019
129.2907,70.16146
125.0266,65.61241
142.6343,69.34532
120.4244,70.28985
102.8488,63.28424
138.245,67.56905
117.9972,64.16839
113.6476,68.38401
105.99,63.44102
152.0325,70.16228
119.621,67.14157
134.1843,67.3811
135.0203,71.23103
135.9923,71.63547
141.106,69.82003
117.014,63.77542
133.6109,68.54253
112.2048,64.10125
142.0633,67.39109
117.9541,69.56071
132.0557,67.46663
114.3497,66.90103
122.077,66.12243
118.8169,65.6892
118.9654,65.1204
126.5318,67.16597
132.7412,67.33179
132.9256,65.43456
144.9404,71.01314
139.0221,67.13382
139.8123,70.73742
96.8142,61.5772
126.8247,65.29383
129.1019,68.56296
122.6961,67.5144
141.0306,72.21583
128.3399,70.28404
143.1083,71.11178
130.449,65.76568
128.1704,68.03973
130.1159,68.16794
121.4541,66.20705
135.8331,67.45865
107.1248,68.06964
142.847,68.40912
129.5642,68.36422
147.5186,68.2454
138.3336,68.48681
128.3177,67.05044
130.5503,70.19008
129.5179,69.81118
147.9327,70.02186
126.892,65.66764
128.3698,68.29689
113.4953,68.96595
125.2063,64.81674
125.9876,67.12839
106.3661,68.09125
133.285,68.70922
102.1817,68.68883
105.552,66.17566
112.7548,66.59899
108.918,66.343
147.6161,69.56934
121.3031,70.46931
134.4014,69.28264
118.5694,65.39677
117.2162,65.71084
137.2144,68.83017
119.4922,66.59626
120.3128,64.3308
137.3295,68.47765
122.3498,65.57002
139.8634,70.5056
117.6468,64.50765
115.206,65.13344
118.7128,64.89306
120.7594,68.39202
135.0784,67.7322
132.4274,68.13899
127.3552,65.15771
116.1185,67.62358
129.1073,66.69655
120.2991,68.34154
137.2463,70.32266
161.072,72.36994
135.5327,71.00524
117.0815,67.51452
134.6847,68.86769
140.8061,71.92456
137.1303,69.60134
145.1859,71.14383
119.6241,69.61626
131.6676,68.93692
132.3479,69.42922
140.0865,67.17672
128.3285,69.72196
132.7756,70.60744
127.3799,67.34019
126.9478,66.31079
129.5258,67.23639
121.0966,66.2918
136.2028,69.50398
113.3199,66.49436
133.791,70.58993
139.3391,68.92044
132.9198,71.77031
119.7086,68.50443
115.8239,69.39218
126.212,68.6537
133.7102,66.18463
125.5068,68.33578
120.5161,66.10103
134.4938,67.31834
140.9484,68.14329
113.9351,67.54457
132.902,68.89329
114.3622,67.78014
130.9845,72.29726
138.4082,69.89756
129.1788,68.68682
129.9893,68.22197
122.2425,68.06326
121.5432,70.50201
127.5672,66.80934
114.6007,65.84644
108.4305,65.26085
124.5872,67.03193
134.7945,69.69241
126.7584,67.68945
115.6715,64.90842
145.1096,69.7312
149.7127,70.9839
113.8631,65.35669
141.6714,70.94864
127.3027,66.61118
126.3388,67.8403
113.6596,70.30731
118.4278,67.19256
153.4343,72.6701
146.5177,69.11157
96.09124,65.42909
115.1204,66.69501
119.5571,67.2699
106.1513,66.82154
120.8269,66.56659
121.1583,68.05305
127.7646,69.85664
112.218,69.45607
133.8473,65.00963
142.1744,70.59848
145.7059,70.32798
137.7201,71.92476
134.2977,72.18595
125.3716,68.29702
135.889,72.45555
116.7369,67.70906
127.0389,65.63799
140.6609,68.38226
134.9545,65.644
129.241,69.68159
151.5039,69.47913
156.0008,72.95987
129.0326,69.56484
130.411,70.69665
130.9523,66.5653
113.1841,66.0725
131.7641,68.68202
117.5189,64.4832
112.0469,66.84969
105.1667,66.68227
122.6123,68.65461
118.0798,69.72195
117.1566,69.39789
125.1074,70.61082
110.4053,66.22358
126.7549,70.31099
134.3575,68.85282
129.8123,69.84827
120.1583,69.80382
113.3404,66.79719
136.1364,68.78234
142.019,68.63042
138.7234,67.06382
111.6471,66.47369
121.6606,67.0678
153.2208,70.53877
123.9976,69.15369
125.3838,66.29498
133.81,66.87256
134.5897,67.12544
131.9905,69.56909
136.702,67.03174
127.9662,66.4968
109.1244,67.5556
149.1814,67.93723
131.2398,66.27955
127.6921,70.08345
112.0268,67.35558
135.324,64.76129
119.6408,69.37296
122.0693,68.95501
120.3374,67.90465
117.9071,66.71124
119.6472,65.76897
139.8994,69.74997
144.6354,68.41754
141.2387,70.48365
126.1275,68.69947
139.3144,67.91544
138.8967,64.26003
139.5814,69.46549
126.9035,72.00386
137.5104,68.50887
148.859,68.6786
128.7758,69.89895
138.3081,68.57138
144.2462,68.97025
115.801,68.34718
135.652,72.38993
142.9711,70.20578
129.6653,69.75085
119.3224,64.09194
131.4454,71.43266
135.8829,67.37224
126.2756,66.33348
109.4862,65.95623
129.0734,69.41866
108.9547,66.28843
149.7074,71.46665
132.7706,71.51152
121.9716,69.24771
144.4003,69.53177
103.2602,67.22302
129.3014,67.93135
124.7407,66.47411
139.713,68.31675
150.7569,73.35404
125.8104,67.46996
145.3668,68.76208
139.3107,66.09377
123.2179,67.45004
123.4598,67.8148
126.6511,67.34877
136.7007,71.09293
142.9777,66.02176
127.9869,66.60069
138.0167,69.93282
138.5455,68.7928
111.6272,65.98657
125.4782,66.96658
120.8518,68.02571
132.3844,67.76658
121.7687,71.68362
137.313,68.13284
124.8775,66.94959
130.122,68.59926
138.4723,68.17404
128.6623,65.94969
145.0523,67.78038
133.4977,69.16229
135.0473,68.84495
87.80417,62.87593
114.5963,65.38831
138.186,69.61852
117.8466,68.48205
120.9648,64.11049
144.6479,69.87984
124.5242,67.76735
131.093,67.35451
141.6283,70.00347
128.6523,67.782
133.8196,70.91393
116.8975,65.724
111.6991,69.41139
132.6835,67.93682
127.992,68.58455
133.2801,69.50539
128.2592,68.94904
137.9687,66.66785
126.7388,66.40117
114.5613,64.44764
129.7884,70.69015
128.0135,68.25112
139.9757,67.4473
136.6826,65.36833
133.5039,67.34133
123.7168,66.46421
127.4811,69.82447
112.8504,64.73067
123.2698,68.26578
109.0392,68.95561
119.146,64.58086
141.6148,74.19842
121.794,66.6644
132.4556,68.02958
152.4869,69.7998
119.4949,68.71084
133.9088,68.62699
134.6167,66.32223
132.8311,68.55855
135.5661,68.53141
111.8165,62.48689
110.0622,68.00704
137.3814,66.30784
120.6221,67.82081
133.1991,67.83951
111.5373,69.5902
141.0278,67.87211
102.3371,67.74583
101.4857,64.71388
146.4352,71.13759
143.5551,68.46782
124.7309,67.8517
121.203,67.49456
126.8225,68.90683
108.851,66.26091
141.3204,68.79987
114.3444,68.59418
114.1506,65.34823
141.8919,69.42848
141.1445,71.12497
122.9483,67.55908
119.9881,66.396
119.503,68.62226
136.7854,67.72435
123.3189,68.47464
117.8225,68.21036
137.7735,72.93173
123.5324,66.67029
133.0678,69.46618
116.2886,69.70422
127.9847,64.06811
122.1935,68.24092
124.5714,65.17573
123.4044,65.69849
121.0018,66.12188
113.6246,66.75351
130.327,67.124
126.5551,68.13272
133.1014,67.68052
101.6002,67.62642
119.3721,68.10599
128.1651,67.87029
122.2294,65.92455
141.5252,68.17315
142.9065,69.90983
137.2266,70.66076
124.1513,66.01225
132.5444,68.1509
116.3991,64.74223
140.3787,67.10415
126.1828,71.26494
130.5654,64.91946
125.5682,65.50098
120.3856,68.43887
111.7705,64.33844
129.9065,67.68823
123.5877,66.06957
124.2906,68.48965
129.934,67.35924
118.2155,67.16705
125.8852,66.10219
124.0363,69.4862
140.7336,70.51144
125.4419,68.89049
115.4696,67.11289
139.5932,69.51603
131.8509,68.86244
133.5444,67.76488
126.4559,65.95197
110.9407,65.55731
128.1583,72.43314
126.5532,68.05046
114.5877,63.42692
133.688,70.12328
110.9996,65.79126
135.9715,68.70108
137.8167,73.28207
147.8318,68.99273
135.2744,67.82843
122.372,62.94505
126.2618,69.51628
116.288,67.94096
132.962,68.50625
114.1483,67.95033
128.3786,68.24256
120.3706,66.74548
134.1704,68.97078
119.747,67.89432
128.8443,67.79059
151.1659,69.35969
119.6419,67.25605
143.8642,69.23614
119.0279,66.1292
136.3911,67.91232
108.6263,69.75562
114.2815,64.53749
119.2335,67.63726
103.3826,64.64337
135.6549,68.76465
125.3602,68.35968
110.7928,67.15012
110.2807,67.86118
111.8642,65.15809
147.1759,68.62459
107.5978,69.70212
119.0626,65.83099
108.4966,66.5626
118.1344,68.09845
146.987,71.05128
113.9887,67.73185
137.5274,70.68351
121.9112,66.52891
132.621,69.66816
118.2569,69.14886
125.9458,68.16218
129.8475,66.39514
122.8649,69.00165
118.3179,67.50031
143.0038,69.70684
130.5276,66.12548
143.6705,69.3575
123.7803,71.21111
127.5549,70.30626
113.9144,68.79866
129.6498,67.98332
136.5138,67.04034
125.8274,65.51177
121.5267,67.5647
112.9453,65.31898
133.8246,68.67641
108.3043,69.69018
128.7129,67.58645
131.7672,69.02146
134.1668,71.22346
121.3149,66.68869
116.5565,68.89188
132.284,70.25429
113.6064,66.69163
149.4307,71.23552
136.0526,72.23127
127.1588,69.14796
137.7419,68.3997
137.5853,69.1157
123.8531,67.44534
120.25,67.22197
123.5174,68.34089
130.5575,68.42363
101.0972,70.02078
126.4946,70.21496
133.6296,66.38077
115.4801,66.71388
117.12,64.1655
137.0562,71.24956
147.3662,69.89254
135.968,68.98321
129.1319,64.57034
116.1147,67.41889
137.7019,69.98766
133.2956,70.43488
116.6186,65.75904
115.4852,64.11045
134.6647,66.59156
137.0794,67.27675
136.9795,69.17155
130.5147,69.6518
128.4373,66.32536
114.4831,64.03352
78.01476,61.92639
117.9652,67.7671
109.6265,66.40118
124.1093,66.88433
122.8747,68.2887
116.6754,66.1441
140.134,70.22583
137.0244,68.68353
137.2922,71.08882
112.4629,64.53211
115.2955,66.54164
130.815,67.46281
121.023,68.0421
124.5001,65.46687
113.6681,68.52141
126.2877,67.96073
121.4992,66.57412
137.7122,67.40978
146.7738,67.55044
110.056,64.99509
135.3666,68.29555
133.8862,65.96557
134.2673,68.96821
119.7562,69.15112
128.7529,68.56283
136.582,69.75078
102.3792,67.47683
126.0902,70.38587
135.0531,68.33742
142.3251,68.81973
110.3801,68.62357
102.0817,63.33985
117.5758,69.12711
121.003,67.89769
137.254,66.45348
117.6409,65.60765
124.3246,69.61332
100.6039,65.2444
138.7949,70.00592
126.7719,68.27914
140.9059,68.01894
125.0889,66.99443
120.1084,66.27568
142.9972,67.53537
112.1711,66.97235
145.3795,70.63806
122.5734,62.8996
138.0427,69.89458
145.0405,71.93148
125.7048,68.87022
132.8748,68.93
125.4599,64.69495
125.097,68.70088
141.8557,69.00687
127.0649,67.0541
105.2789,66.03227
123.0281,65.47238
116.8453,68.47197
155.6909,72.86624
122.5776,69.44922
125.2892,67.63052
100.3754,68.2045
124.1705,66.53317
129.1828,67.27027
117.4206,65.41871
141.3686,71.23007
116.2995,65.94361
135.2373,68.6177
124.1658,70.50911
120.489,69.85115
124.1575,71.86882
132.1762,69.08754
127.1534,68.19593
123.0092,70.29545
119.1916,66.37047
135.2679,69.81223
109.1436,67.11791
119.7731,66.40278
138.8225,66.84852
131.8907,69.11523
133.2559,70.68754
125.7246,65.23047
131.9513,67.79963
129.5695,67.81254
114.497,68.18637
113.9349,64.72897
131.9605,67.22249
115.2966,67.93339
120.5557,66.48779
120.0062,66.56398
105.1257,66.75188
126.5255,66.02021
127.2612,67.9585
110.8899,67.75219
154.3987,73.95494
141.3375,68.63039
129.29,62.37478
140.1522,68.14198
117.3218,68.18139
120.1428,69.02633
107.1014,66.65396
141.2284,70.08721
118.0272,67.67278
117.2739,67.75081
126.2547,69.23325
110.396,66.37194
147.4051,70.10608
138.6833,69.31002
136.5244,68.90824
134.8939,68.92139
132.9597,67.23139
138.466,65.72498
115.7868,65.644
143.0319,67.33561
131.0816,69.78481
139.4271,70.59255
122.564,68.63899
127.421,65.88659
138.1849,68.58695
131.941,72.62181
126.541,67.19948
95.14852,63.83059
121.3202,66.5739
124.102,68.18941
131.4176,67.36899
126.5831,67.99917
110.9314,64.31329
145.3659,69.79204
136.1348,68.63117
137.0524,66.5155
121.6402,66.38747
125.6207,69.64946
160.4327,69.99201
127.7372,69.47095
134.2468,68.77016
140.7725,71.11019
118.0075,68.89861
146.593,69.31258
139.4765,69.5515
119.4779,64.91223
118.1811,68.37362
128.3192,69.53448
154.2702,71.24771
127.9049,68.83289
139.8943,70.97853
143.2316,68.7672
131.3648,70.09748
138.25,66.41888
130.1757,65.86975
159.7426,70.4954
105.9605,65.064
146.7267,66.23465
101.3858,63.36047
111.6041,65.49193
123.3267,69.78248
108.0636,67.16624
125.7864,69.51547
117.6366,68.25933
123.3559,69.56163
132.3693,68.51831
133.7864,68.80896
140.9816,68.56353
124.3327,67.83572
142.6121,69.41269
129.8956,69.68146
143.3283,67.64549
122.8764,66.05269
107.2234,66.27796
122.1289,65.97701
104.5214,66.49181
127.3538,69.4567
121.5969,65.33723
124.3407,66.57846
137.5218,68.01712
138.2502,71.9112
142.6425,69.96109
115.0091,66.49663
127.0448,69.70181
117.8107,68.75589
124.7115,68.24339
134.7542,71.0885
128.7649,69.22398
132.8322,65.73834
122.3498,66.723
143.7961,66.46585
133.0561,70.17314
118.5005,62.87311
157.4647,71.03165
123.4121,65.93252
133.2561,68.38672
131.7267,68.48179
127.6081,66.76412
145.6777,70.28787
126.7402,67.95232
107.4818,66.4042
125.0152,67.99874
132.508,68.94294
117.7892,66.99344
127.2783,67.73609
138.3038,65.91236
141.5628,69.29849
127.7265,69.19949
143.9286,67.43514
132.334,71.4622
139.6586,69.06087
128.0555,66.77321
126.6591,68.79889
143.0202,67.86558
120.5964,68.57647
133.0051,65.96871
120.7591,66.58142
119.5858,68.05952
128.3668,70.24508
113.7229,64.83437
137.6596,68.73522
136.8831,68.7765
119.7698,68.33747
142.1361,70.23944
140.2789,68.81975
149.5672,68.00236
119.8107,64.70248
140.6072,69.24303
112.9331,69.73554
118.7222,69.90308
142.8739,70.26048
118.4471,68.15806
136.4492,68.16444
125.3586,66.89046
117.7991,65.22883
130.3033,68.87187
142.1478,68.18349
133.8882,64.41925
111.9541,66.7988
131.1349,69.8922
127.7576,67.47421
100.9973,65.32392
124.5089,67.69222
149.3882,70.27339
138.795,69.54348
131.1796,73.32067
120.903,66.05531
123.1225,65.51404
148.9949,69.69787
127.2974,65.81341
133.1362,69.3073
108.1662,64.86268
138.3731,69.16539
136.9358,70.52093
118.8524,68.1878
113.2371,66.08498
113.6349,65.10427
116.6541,68.62122
127.3845,71.42976
117.3124,65.69791
128.074,69.80748
136.1304,69.92772
130.348,69.41298
126.2846,70.06942
118.4999,66.39166
107.3307,66.07042
131.225,67.94108
127.8534,66.88941
124.9296,68.96017
